prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
"The music features a group of female voices singing a melody in unison. The instrumental consists of only percussion drums, African percussion drums to be precise. A shaker can also be heard sounding on every beat. In the background one can hear water sounds. The overall atmosphere is cheerful and uplifting.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Zz1Bz1a7yPE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Zz1Bz1a7yPE_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is instrumental. The tempo is fast with a synthesiser arrangement. The music is youthful, buoyant, punchy, groovy and futuristic. This music is Synthpop/ Technopop.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/RM0RELBtdfc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/RM0RELBtdfc_seg2.wav,SASS,TF-MusicGen,FALSE
This audio contains crickets chirping. Then someone starts playing a digital accordion. This is an amateur recording.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/VkXLtUx-RmI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/VkXLtUx-RmI_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a hip hop song that consists of groovy bass, groovy piano chords, shimmering hi-hats and punchy kick and snare hits over sword slicing, blood spillage and grunting sound effects. Overall the song is very groovy, bright and judging by the volume of the sounds, it could be an Animated Music Video.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/n3X8RGZsGg4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/n3X8RGZsGg4_seg2.wav,SASS,TF-MusicGen,FALSE
This song contains a female voice singing along to a digital drum playing a four on the floor beat with a kick on every beat and a hi hat on the backbeat. A digital bass and long digital pad sounds are creating an atmosphere. This song may be playing on a tv-show.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0KCVgexi4yU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0KCVgexi4yU_seg2.wav,SASS,TF-MusicGen,FALSE
This music is instrumental. The tempo is medium with a piano harmony with the voice of a child speaking and a bee buzzing superimposed on the music. This clip is a tutorial on how to speak English. The music is subdued with the emphatic and loud voice of the child.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/OiAJB9uydS8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/OiAJB9uydS8_seg2.wav,SASS,TF-MusicGen,FALSE
"low fidelity audio from a live performance featuring a solo direct input acoustic guitar strumming airy, suspended open chords. Also present are occasional ambient sounds, perhaps papers being shuffled.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-4SYC2YgzL8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-4SYC2YgzL8_seg2.wav,SASS,TF-MusicGen,FALSE
This low quality audio features a melody played on the piano. This is followed by a melody on two different synth voices. This is accompanied by percussion playing a simple melody. The bass plays the root notes of the chords. The other instruments are not clearly heard because of the low quality of audio. There are no voices in this song. This song can be played in an anime video.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/2zpITTJiw7Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/2zpITTJiw7Q_seg2.wav,TF-MusicGen,SASS,FALSE
The low quality recording features an ambient song that consists of a low bells melody. It sounds calming and relaxing - like something you would listen to while meditating. The recording is noisy.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ZEN8_GtW_UQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ZEN8_GtW_UQ_seg2.wav,TF-MusicGen,SASS,FALSE
"This kids song features groovy synth keys, chords, simple piano melody, echoing and wide pig oink sound effects, shimmering shakers, muffled claps, soft kick hits and groovy bass. It sounds fun and happy - like something that children would listen to in their favorite tv shows.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/tmabzx6yxqs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/tmabzx6yxqs_seg2.wav,TF-MusicGen,SASS,FALSE
"This music clip is of a musician playing a lilting melody on the Banjo. The tempo is medium with a rhythmic lead harmony. There is no other instrument used. The music is soft, mellow, nostalgic, and calming. Soothing and simple.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/YbLR6dgY-K4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/YbLR6dgY-K4_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a live performance of an aggressively strummed Spanish guitar and passionate female vocal singing on top of it. It is very noisy, but it sounds passionate and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/DVuWm53IlVw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/DVuWm53IlVw_seg2.wav,TF-MusicGen,SASS,FALSE
This audio contains someone playing a complex drum groove with fill-ins on cymbals and toms. An e-guitar is playing a dangerous sounding melody along with a distorted e-guitar playing a melody in a higher key and another one in a lower key. This song may be playing live at a festival.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_DHMdtRRJzE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_DHMdtRRJzE_seg2.wav,TF-MusicGen,SASS,FALSE
This audio contains a lot of percussion such as shakers panned to both sides of the speakers. An organ is playing a melody panned to the left side and a digital trumpet/guitar sound is playing a melody panned to the right side of the speakers. A soft percussion sound is creating a bassline while male voices are singing as a choir and a main singer in the foreground. This song may be playing as a live performance in an african country.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/vQ09gQBt1IU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/vQ09gQBt1IU_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features an electro song that consists of a widely spread stuttering synth melody, buzzy synth bass and distorted electric guitar melody. It sounds distorted, loud, suspenseful and energetic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/2x4694ExyCU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/2x4694ExyCU_seg2.wav,TF-MusicGen,SASS,FALSE
This is a tutorial on the electric guitar. The guitar is high-pitched and rapid arpeggio notes are played on it. The audio is of a poor quality. The individual makes a comment at the end of the video.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/8Bu8CkR1xZY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/8Bu8CkR1xZY_seg2.wav,TF-MusicGen,SASS,FALSE
"A female vocalist sings this melodious harmony. The tempo is slow with a dulcet Harp accompaniment . The song is soft, mellow, meditative, angelic, celestial,mystical, dreamy and mellifluous. This song is a Catholic prayer or salutation.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ByOqw8M2U-Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ByOqw8M2U-Q_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a traditional song that consists of reverberant, fruity male vocal singing over wooden & percussive elements, sizzling triangle hits, sustained strings melody, plucked strings melody and breathy flute melody. It sounds soulful, passionate, emotional, calming and relaxing - like something you would hear in a small village in a foreign country, full of joy and innocence.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/sVF7NNvdoJc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/sVF7NNvdoJc_seg2.wav,SASS,TF-MusicGen,FALSE
"The song is an instrumental. The tempo is medium, featuring a drum solo with no other instrumentation, featuring a lot of stops, cymbals crashes and drum rolls. The song serves as a dance track for a group of dancers. The audio quality is deteriorated and generally poor.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/2gvyOxKuQPY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/2gvyOxKuQPY_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a flat male vocal rapping over sustained strings melody, punchy kick, mellow snare, groovy bass and some commentary that can be heard in the background. It sounds emotional, energetic and the recording is noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/WmTDKYYH5OU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/WmTDKYYH5OU_seg2.wav,SASS,TF-MusicGen,FALSE
Someone is playing a e-guitar solo over another e-guitar providing jazz chords along with acoustic drums playing a jazzy groove with little licks and a steady straight groove in the ride that is panned to the right side of the speakers. An upright bass in playing a walking bassline. This song may be playing at a jazz bar.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Mir959i7F2M_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Mir959i7F2M_seg2.wav,TF-MusicGen,SASS,FALSE
"A male vocalist sings this song. The tempo is medium with loud boomy singing.the audio quality is bad so the music and vocals are muffled. There are traces of tambourine beat, trumpet or some brass instrument,keyboard accompaniment, people talking, chanting and clapping. It is chaotic, confusing and noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/wIP7AqIOU1s_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/wIP7AqIOU1s_seg2.wav,SASS,TF-MusicGen,FALSE
This Middle eastern folk song features a male singer singing the main melody. This is accompanied by percussion playing a simple beat. A stringed instrument plays the backing melody. A shaker plays in an eight note pattern. This song can be played at a village fair.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/yYpfb_xV--4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/yYpfb_xV--4_seg2.wav,SASS,TF-MusicGen,FALSE
"The song is an instrumental. The tempo is slow with a lion playing an emotional solo, string section harmony, strong drumming rhythm and a steady bass line. The song is emotional and inspiring. The audio quality is poor.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/KxjiEi2Eywk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/KxjiEi2Eywk_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is a grim instrumental. The tempo is slow with a sombre electric guitar melody with atmospheric synthesiser  and mood digital drums. The music is serious, intense, melancholy, pensive, cheerless, sinister and dark.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/negr4U79PUE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/negr4U79PUE_seg2.wav,TF-MusicGen,SASS,FALSE
The low quality recording features a live performance of a folk song and it consists of harmonica melodies played over groovy double bass and shimmering hi-hats. The recording is noisy and fairly wide.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/3Nwsd439zmU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/3Nwsd439zmU_seg2.wav,TF-MusicGen,SASS,FALSE
This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0wYi8B9PXDY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0wYi8B9PXDY_seg2.wav,TF-MusicGen,SASS,FALSE
"A male vocalist sings this Rap. The tempo is slow with enthusiastic drumming, syncopated piano harmony, digital beats ,keyboard arrangements with vocal backup and a catchy vocal riff. The rap is catchy, youthful, insightful, enthusiastic, intense, passionate, emotional and persuasive. This song is contemporary Rap/Hip-Hop.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0ISHZQJdeSw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0ISHZQJdeSw_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a wooden percussion, metallic percussion, percussive guitar and repetitive bells melody. It sounds groovy, bouncy, suspenseful, reverberant and intense.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/TC4mH6nACm8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/TC4mH6nACm8_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality, mono recording features a classical song performed by sad violin melody and harpsichord. The recording is noisy and it sounds emotional and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/kR2yBlL6nFU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/kR2yBlL6nFU_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a muffled crowd talking in the background while there is a horn melody, alongside horn siren sound playing. It sounds like a traditional thing to do.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/eRiGPyewJpI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/eRiGPyewJpI_seg2.wav,SASS,TF-MusicGen,FALSE
